id,región,region2,distrito,nombre,nombre_largo,lista,partido,partido_largo,fuente,fecha,link,link2,sexo
1127,Tarapacá,1,2,Juanita Pardo,Juanita Pardo,FYFVotaFeliz,IND,IND,fyfvotafeliz,04-01-2021,https://www.fyfvotafeliz.cl/candidatos/,.,1
1130,Tarapacá,1,2,Marco Toro,Marco Toro,FYFVotaFeliz,IND,IND,fyfvotafeliz,04-01-2021,https://www.fyfvotafeliz.cl/candidatos/,.,0
1128,Tarapacá,1,2,Sara Pizarro,Sara Pizarro,FYFVotaFeliz,IND,IND,fyfvotafeliz,04-01-2021,https://www.fyfvotafeliz.cl/candidatos/,.,1
523,Tarapacá,1,2,Claudia Cortes,Claudia Cortes,Independiente,IND,IND,El Mostrador,16-12-2020,https://www.elmostrador.cl/noticias/pais/2020/12/16/el-mapa-de-las-candidaturas-de-pueblos-originarios-para-redactar-la-nueva-constitucion/,.,1
620,Tarapacá,1,2,Alejandra Flores,Alejandra Flores,No Neutrales,IND,IND,No Neutrales,21-12-2020,.,,1
621,Tarapacá,1,2,Carlos Urra,Carlos Urra,No Neutrales,IND,IND,No Neutrales,21-12-2020,,,0
622,Tarapacá,1,2,Tiffany Grassi,Tiffany Grassi,No Neutrales,IND,IND,No Neutrales,21-12-2020,,,1
7,Tarapacá,1,2,Juan Marroquín,Juan Marroquín,Unidad Constituyente,PPD,PPD,Interno,31-10-2020,.,.,0
6,Tarapacá,1,2,Melisa Ostojic,Melisa Ostojic,Unidad Constituyente,PPD,PPD,Interno,31-10-2020,.,.,1
5,Tarapacá,1,2,Julio Ruiz Fernández,Julio Ruiz Fernández,Unidad Constituyente,PS,PS,Interno,.,.,.,0
492,Antofagasta,2,3,Sergio Cubillos,Sergio Cubillos,Atacameño,IND,IND,El Mostrador,16-12-2020,https://www.elmostrador.cl/noticias/pais/2020/12/16/el-mapa-de-las-candidaturas-de-pueblos-originarios-para-redactar-la-nueva-constitucion/,.,0
16,Antofagasta,2,3,Cristián Cuevas,Cristián Cuevas,Chile Digno,VP,Victoria Popular,Twitter,.,https://twitter.com/TitoAed0/status/1313486749457408006,.,0
15,Antofagasta,2,3,Felipe Ward,Felipe Ward,Chile Vamos,UDI,UDI,La Segunda,29-09-2020,.,.,0
1095,Antofagasta,2,3,Rocio Galdames,Rocio Galdames,Comunidad por la Dignidad,IND,IND,Twitter,03-01-2021,https://twitter.com/NadyaTorres/status/1345702209430974465/photo/1,.,1
786,Antofagasta,2,3,Dayana González,Dayana González,Coordinadora Feminista 8M,IND,IND,Coordinadora Feminista 8M,27-12-2020,http://cf8m.cl/candidaturas-constituyentes/nuestras-pre-candidatas/,.,1
576,Antofagasta,2,3,Luz Sánchez,Luz Sánchez,del Pueblo,IND,IND,Lista del Pueblo,,https://lalistadelpueblo.cl/?fbclid=IwAR3sXEcN9bugUKnDt9VvR4AX26-a9M_NdIKWNKXZDBHSitvrs5ULLsUHxpA#!/-candidatos-zona-norte/?ancla=Zona+Norte+Chico,.,1
577,Antofagasta,2,3,Wilfredo Lobos,Wilfredo Lobos,del Pueblo,IND,IND,Lista del Pueblo,,https://lalistadelpueblo.cl/?fbclid=IwAR3sXEcN9bugUKnDt9VvR4AX26-a9M_NdIKWNKXZDBHSitvrs5ULLsUHxpA#!/-candidatos-zona-norte/?ancla=Zona+Norte+Chico,.,0
14,Antofagasta,2,3,Romina Ávalos,Romina Ávalos,Frente Amplio,RD,RD,Interno,.,.,.,1
1147,Antofagasta,2,3,Carla Espinoza,Carla Espinoza,FYFVotaFeliz,IND,IND,fyfvotafeliz,04-01-2021,https://www.fyfvotafeliz.cl/candidatos/,.,1
1134,Antofagasta,2,3,Daniel Muñoz,Daniel Muñoz,FYFVotaFeliz,IND,IND,fyfvotafeliz,04-01-2021,https://www.fyfvotafeliz.cl/candidatos/,.,0
1148,Antofagasta,2,3,Daniza Rossetti,Daniza Rossetti,FYFVotaFeliz,IND,IND,fyfvotafeliz,04-01-2021,https://www.fyfvotafeliz.cl/candidatos/,.,1
1140,Antofagasta,2,3,Delia Rojas,Delia Rojas,FYFVotaFeliz,IND,IND,fyfvotafeliz,04-01-2021,https://www.fyfvotafeliz.cl/candidatos/,.,1
1142,Antofagasta,2,3,Francisco Padilla,Francisco Padilla,FYFVotaFeliz,IND,IND,fyfvotafeliz,04-01-2021,https://www.fyfvotafeliz.cl/candidatos/,.,0
1141,Antofagasta,2,3,Francisco Zarricueta,Francisco Zarricueta,FYFVotaFeliz,IND,IND,fyfvotafeliz,04-01-2021,https://www.fyfvotafeliz.cl/candidatos/,.,0
1146,Antofagasta,2,3,Germán Miranda,Germán Miranda,FYFVotaFeliz,IND,IND,fyfvotafeliz,04-01-2021,https://www.fyfvotafeliz.cl/candidatos/,.,0
1150,Antofagasta,2,3,Isidro Pérez,Isidro Pérez,FYFVotaFeliz,IND,IND,fyfvotafeliz,04-01-2021,https://www.fyfvotafeliz.cl/candidatos/,.,0
1136,Antofagasta,2,3,Iván Ivanovic,Iván Ivanovic,FYFVotaFeliz,IND,IND,fyfvotafeliz,04-01-2021,https://www.fyfvotafeliz.cl/candidatos/,.,0
1132,Antofagasta,2,3,Janett Barraza,Janett Barraza,FYFVotaFeliz,IND,IND,fyfvotafeliz,04-01-2021,https://www.fyfvotafeliz.cl/candidatos/,.,1
1151,Antofagasta,2,3,Javier Pizarro,Javier Pizarro,FYFVotaFeliz,IND,IND,fyfvotafeliz,04-01-2021,https://www.fyfvotafeliz.cl/candidatos/,.,0
1131,Antofagasta,2,3,José L. Huanca,José L. Huanca,FYFVotaFeliz,IND,IND,fyfvotafeliz,04-01-2021,https://www.fyfvotafeliz.cl/candidatos/,.,0
1149,Antofagasta,2,3,Juan Davila,Juan Davila,FYFVotaFeliz,IND,IND,fyfvotafeliz,04-01-2021,https://www.fyfvotafeliz.cl/candidatos/,.,0
1145,Antofagasta,2,3,Katherine Sierra,Katherine Sierra,FYFVotaFeliz,IND,IND,fyfvotafeliz,04-01-2021,https://www.fyfvotafeliz.cl/candidatos/,.,1
1138,Antofagasta,2,3,Lidia Lazcano,Lidia Lazcano,FYFVotaFeliz,IND,IND,fyfvotafeliz,04-01-2021,https://www.fyfvotafeliz.cl/candidatos/,.,1
1135,Antofagasta,2,3,Luis Berger,Luis Berger,FYFVotaFeliz,IND,IND,fyfvotafeliz,04-01-2021,https://www.fyfvotafeliz.cl/candidatos/,.,0
1137,Antofagasta,2,3,Maritza Cerezo,Maritza Cerezo,FYFVotaFeliz,IND,IND,fyfvotafeliz,04-01-2021,https://www.fyfvotafeliz.cl/candidatos/,.,1
1133,Antofagasta,2,3,Patricia Canales,Patricia Canales,FYFVotaFeliz,IND,IND,fyfvotafeliz,04-01-2021,https://www.fyfvotafeliz.cl/candidatos/,.,1
1139,Antofagasta,2,3,Patricia Villarroel,Patricia Villarroel,FYFVotaFeliz,IND,IND,fyfvotafeliz,04-01-2021,https://www.fyfvotafeliz.cl/candidatos/,.,1
1144,Antofagasta,2,3,Rodrigo Varas,Rodrigo Varas,FYFVotaFeliz,IND,IND,fyfvotafeliz,04-01-2021,https://www.fyfvotafeliz.cl/candidatos/,.,0
1143,Antofagasta,2,3,Virginia Barrios,Virginia Barrios,FYFVotaFeliz,IND,IND,fyfvotafeliz,04-01-2021,https://www.fyfvotafeliz.cl/candidatos/,.,1
447,Antofagasta,2,3,Nora Biaggini,Nora Biaggini,Independiente,IND,IND,DM Twitter,14-12-2020,https://twitter.com/AnefAfta/status/1334477854076268548/photo/1,.,1
448,Antofagasta,2,3,Susana Hiplán,Susana Hiplán,La Coordinadora,IND,IND,DM Twitter,14-12-2020,.,.,1
767,Antofagasta,2,3,Marcela Maldonado,Marcela Maldonado,Levanta Chile,IND,IND,Levanta Chile,27-12-2020,https://levantachile.cl/candidatos/,.,1
345,Antofagasta,2,3,Pamela Chávez,Pamela Chávez,Levanta Chile,IND,IND,DF,18-11-2020,https://www.df.cl/noticias/df-lab/innovacion-y-startups/emprendedores-lanzan-referente-ciudadano-y-presentan-candidaturas-a/2020-11-17/195011.html,https://levantachile.cl/?page_id=1076,1
384,Antofagasta,2,3,Cristina Dorador,Cristina Dorador,Mov. Independientes del Norte,IND,IND,Twitter,10-12-2020,https://twitter.com/criordor/status/1337073722788876294,.,1
10,Antofagasta,2,3,Arturo Soto,Arturo Soto,No Neutrales,IND,IND,No Neutrales,,,,0
390,Antofagasta,2,3,Catherine Sánchez,Catherine Sánchez,No Neutrales,IND,IND,Twitter,12-12-2020,https://twitter.com/NoNeutrales/status/1337744259814883329,.,1
21,Antofagasta,2,3,David Barrera,David Barrera,No Neutrales,IND,IND,No Neutrales,,,,0
504,Antofagasta,2,3,Miguel Urrelo,Miguel Urrelo,Quechua,IND,IND,El Mostrador,16-12-2020,https://www.elmostrador.cl/noticias/pais/2020/12/16/el-mapa-de-las-candidaturas-de-pueblos-originarios-para-redactar-la-nueva-constitucion/,.,0
500,Antofagasta,2,3,Samuel Yupanqui,Samuel Yupanqui,Quechua,IND,IND,El Mostrador,16-12-2020,https://www.elmostrador.cl/noticias/pais/2020/12/16/el-mapa-de-las-candidaturas-de-pueblos-originarios-para-redactar-la-nueva-constitucion/,.,0
425,Antofagasta,2,3,Carmen Frei,Carmen Frei,Unidad Constituyente,DC,DC,La Tercera,13-12-2020,https://www.latercera.com/la-tercera-domingo/noticia/convencionales-las-estrategias-y-enredos-para-definir-candidaturas/LCC4YY535ZHR3N33PDWEESOADY/,.,1
8,Antofagasta,2,3,Erna Delgado,Erna Delgado,Unidad Constituyente,PPD,PPD,Interno,31-10-2020,.,.,1
9,Antofagasta,2,3,Jaime Araya Guerrero,Jaime Araya Guerrero,Unidad Constituyente,PPD,PPD,Interno,31-10-2020,.,.,0
11,Antofagasta,2,3,Aurora Williams,Aurora Williams,Unidad Constituyente,PR,PR,La Segunda,04-09-2020,https://digital.lasegunda.com/2020/09/04/A/QP3RKRTH,.,1
12,Antofagasta,2,3,Cristóbal Orellana,Cristóbal Orellana,Unidad Constituyente,PS,PS,Interno,.,.,.,0
13,Antofagasta,2,3,Jacqueline Santander,Jacqueline Santander,Unidad Constituyente,PS,PS,Interno,.,.,.,1
494,Atacama,3,4,Brenda Gutierrez,Brenda Gutierrez,Changos,IND,IND,El Mostrador,16-12-2020,https://www.elmostrador.cl/noticias/pais/2020/12/16/el-mapa-de-las-candidaturas-de-pueblos-originarios-para-redactar-la-nueva-constitucion/,.,1
493,Atacama,3,4,Felipe Rivera Marín,Felipe Rivera Marín,Changos,IND,IND,El Mostrador,16-12-2020,https://www.elmostrador.cl/noticias/pais/2020/12/16/el-mapa-de-las-candidaturas-de-pueblos-originarios-para-redactar-la-nueva-constitucion/,.,0
578,Atacama,3,4,Rodrigo Pérez Lisicic,Rodrigo Pérez Lisicic,del Pueblo,IND,IND,Lista del Pueblo,,https://lalistadelpueblo.cl/?fbclid=IwAR3sXEcN9bugUKnDt9VvR4AX26-a9M_NdIKWNKXZDBHSitvrs5ULLsUHxpA#!/-candidatos-zona-norte/?ancla=Zona+Norte+Chico,.,0
22,Atacama,3,4,Mariana Cruz,Mariana Cruz,Frente Amplio,CS,CS,Emol,25-10-2020,https://www.emol.com/noticias/Nacional/2020/10/25/1001647/Candidatos-Convencion-Plebiscito.html,.,1
20,Atacama,3,4,Patricio Pinto Castro,Patricio Pinto Castro,Frente Amplio,RD,RD,Interno,.,.,.,0
1154,Atacama,3,4,Claudia Panes,Claudia Panes,FYFVotaFeliz,IND,IND,fyfvotafeliz,04-01-2021,https://www.fyfvotafeliz.cl/candidatos/,.,1
1155,Atacama,3,4,Leandro Ledezma,Leandro Ledezma,FYFVotaFeliz,IND,IND,fyfvotafeliz,04-01-2021,https://www.fyfvotafeliz.cl/candidatos/,.,0
1153,Atacama,3,4,María T. Rivera,María T. Rivera,FYFVotaFeliz,IND,IND,fyfvotafeliz,04-01-2021,https://www.fyfvotafeliz.cl/candidatos/,.,1
1156,Atacama,3,4,Osvaldo Tello,Osvaldo Tello,FYFVotaFeliz,IND,IND,fyfvotafeliz,04-01-2021,https://www.fyfvotafeliz.cl/candidatos/,.,0
1157,Atacama,3,4,Raúl Córdova,Raúl Córdova,FYFVotaFeliz,IND,IND,fyfvotafeliz,04-01-2021,https://www.fyfvotafeliz.cl/candidatos/,.,0
1152,Atacama,3,4,Ricardo Ibáñez,Ricardo Ibáñez,FYFVotaFeliz,IND,IND,fyfvotafeliz,04-01-2021,https://www.fyfvotafeliz.cl/candidatos/,.,0
525,Atacama,3,4,Enrique Poblete,Enrique Poblete,No Neutrales,IND,IND,No Neutrales,17-12-2020,https://twitter.com/NoNeutrales/status/1339692849600765953/photo/3,.,0
524,Atacama,3,4,Guillermo Namor,Guillermo Namor,No Neutrales,IND,IND,No Neutrales,17-12-2020,https://twitter.com/NoNeutrales/status/1339692849600765953/photo/1,.,0
358,Atacama,3,4,Mario Maturana,Mario Maturana,No Neutrales,IND,IND,No Neutrales,30-11-2020,,,0
322,Atacama,3,4,Miriam Henríquez,Miriam Henríquez Viñas,No Neutrales,IND,IND,No Neutrales,13-11-2020,,,1
623,Atacama,3,4,Nolva Toro,Nolva Toro,No Neutrales,IND,IND,No Neutrales,21-12-2020,,,1
17,Atacama,3,4,Octavio Meneses,Octavio Meneses,Unidad Constituyente,PPD,PPD,Interno,31-10-2020,.,.,0
18,Atacama,3,4,Verónica Peña,Verónica Peña,Unidad Constituyente,PPD,PPD,Interno,31-10-2020,.,.,1
256,Atacama,3,4,Alberto Robles,Alberto Robles,Unidad Constituyente,PR,PR,La Segunda,04-09-2020,https://digital.lasegunda.com/2020/09/04/A/QP3RKRTH,.,0
19,Atacama,3,4,Eduardo Herrera,Eduardo Herrera,Unidad Constituyente,PS,PS,Interno,.,.,.,0
31,Coquimbo,4,5,Solercio Rojas,Solercio Rojas,Chile Vamos,PRI,PRI,Emol,25-10-2020,https://www.emol.com/noticias/Nacional/2020/10/25/1001647/Candidatos-Convencion-Plebiscito.html,.,0
495,Coquimbo,4,5,Sonia Neyra,Sonia Neyra,Colla,IND,IND,El Mostrador,16-12-2020,https://www.elmostrador.cl/noticias/pais/2020/12/16/el-mapa-de-las-candidaturas-de-pueblos-originarios-para-redactar-la-nueva-constitucion/,.,1
985,Coquimbo,4,5,Jorge Grandón,Jorge Grandón,Comunidad por la Dignidad,IND,IND,Twitter,30-12-2020,https://twitter.com/JGrandonM,.,0
580,Coquimbo,4,5,Consuelo Infante,Consuelo Infante,del Pueblo,IND,IND,Lista del Pueblo,,https://lalistadelpueblo.cl/?fbclid=IwAR3sXEcN9bugUKnDt9VvR4AX26-a9M_NdIKWNKXZDBHSitvrs5ULLsUHxpA#!/-candidatos-zona-norte/?ancla=Zona+Norte+Chico,.,1
579,Coquimbo,4,5,Diego Figueroa,Diego Figueroa,del Pueblo,IND,IND,Lista del Pueblo,,https://lalistadelpueblo.cl/?fbclid=IwAR3sXEcN9bugUKnDt9VvR4AX26-a9M_NdIKWNKXZDBHSitvrs5ULLsUHxpA#!/-candidatos-zona-norte/?ancla=Zona+Norte+Chico,.,0
30,Coquimbo,4,5,María Teresa Araya,María Teresa Araya,Frente Amplio,CS,CS,Emol,25-10-2020,https://www.emol.com/noticias/Nacional/2020/10/25/1001647/Candidatos-Convencion-Plebiscito.html,.,1
29,Coquimbo,4,5,Cedric Steinlen,Cedric Steinlen Cuevas,Frente Amplio,RD,RD,Interno,.,.,.,0
1162,Coquimbo,4,5,Agueda Rojas,Agueda Rojas,FYFVotaFeliz,IND,IND,fyfvotafeliz,04-01-2021,https://www.fyfvotafeliz.cl/candidatos/,.,1
1174,Coquimbo,4,5,Álvaro Rojas,Álvaro Rojas,FYFVotaFeliz,IND,IND,fyfvotafeliz,04-01-2021,https://www.fyfvotafeliz.cl/candidatos/,.,0
1164,Coquimbo,4,5,Andrea Martínez,Andrea Martínez,FYFVotaFeliz,IND,IND,fyfvotafeliz,04-01-2021,https://www.fyfvotafeliz.cl/candidatos/,.,1
1159,Coquimbo,4,5,Cristián Astorga,Cristián Astorga,FYFVotaFeliz,IND,IND,fyfvotafeliz,04-01-2021,https://www.fyfvotafeliz.cl/candidatos/,.,0
1158,Coquimbo,4,5,Cristián Baquedano,Cristián Baquedano,FYFVotaFeliz,IND,IND,fyfvotafeliz,04-01-2021,https://www.fyfvotafeliz.cl/candidatos/,.,0
1171,Coquimbo,4,5,Cristián Valenzuela,Cristián Valenzuela,FYFVotaFeliz,IND,IND,fyfvotafeliz,04-01-2021,https://www.fyfvotafeliz.cl/candidatos/,.,0
1172,Coquimbo,4,5,Gladys Figueroa,Gladys Figueroa,FYFVotaFeliz,IND,IND,fyfvotafeliz,04-01-2021,https://www.fyfvotafeliz.cl/candidatos/,.,1
1163,Coquimbo,4,5,Jorge Araya,Jorge Araya,FYFVotaFeliz,IND,IND,fyfvotafeliz,04-01-2021,https://www.fyfvotafeliz.cl/candidatos/,.,0
1173,Coquimbo,4,5,Juan Castro,Juan Castro,FYFVotaFeliz,IND,IND,fyfvotafeliz,04-01-2021,https://www.fyfvotafeliz.cl/candidatos/,.,0
1169,Coquimbo,4,5,Juan Pizarro,Juan Pizarro,FYFVotaFeliz,IND,IND,fyfvotafeliz,04-01-2021,https://www.fyfvotafeliz.cl/candidatos/,.,0
1168,Coquimbo,4,5,Manuel Pizarro,Manuel Pizarro,FYFVotaFeliz,IND,IND,fyfvotafeliz,04-01-2021,https://www.fyfvotafeliz.cl/candidatos/,.,0
1166,Coquimbo,4,5,Margarita Vega,Margarita Vega,FYFVotaFeliz,IND,IND,fyfvotafeliz,04-01-2021,https://www.fyfvotafeliz.cl/candidatos/,.,1
1167,Coquimbo,4,5,María Eliana Cortés,María Eliana Cortés,FYFVotaFeliz,IND,IND,fyfvotafeliz,04-01-2021,https://www.fyfvotafeliz.cl/candidatos/,.,1
1170,Coquimbo,4,5,Mario Mella,Mario Mella,FYFVotaFeliz,IND,IND,fyfvotafeliz,04-01-2021,https://www.fyfvotafeliz.cl/candidatos/,.,0
1160,Coquimbo,4,5,Miguel Carvajal,Miguel Carvajal,FYFVotaFeliz,IND,IND,fyfvotafeliz,04-01-2021,https://www.fyfvotafeliz.cl/candidatos/,.,0
1161,Coquimbo,4,5,Víctor Pino,Víctor Pino,FYFVotaFeliz,IND,IND,fyfvotafeliz,04-01-2021,https://www.fyfvotafeliz.cl/candidatos/,.,0
1165,Coquimbo,4,5,Viviana Barra,Viviana Barra,FYFVotaFeliz,IND,IND,fyfvotafeliz,04-01-2021,https://www.fyfvotafeliz.cl/candidatos/,.,1
359,Coquimbo,4,5,Andrea Campusano,Andrea Campusano,Independiente,IND,IND,No Neutrales,30-11-2020,,,1
323,Coquimbo,4,5,Muriel Ramírez,Muriel Ramírez Santana,Independiente,IND,IND,No Neutrales,13-11-2020,,,1
449,Coquimbo,4,5,Ignacio Araya,Ignacio Araya,La Coordinadora,IND,IND,DM Twitter,14-12-2020,.,.,0
350,Coquimbo,4,5,María Angélica Figari,María Angélica Figari,Levanta Chile,IND,IND,DF,18-11-2020,https://www.df.cl/noticias/df-lab/innovacion-y-startups/emprendedores-lanzan-referente-ciudadano-y-presentan-candidaturas-a/2020-11-17/195011.html,https://levantachile.cl/?page_id=1076,1
466,Coquimbo,4,5,Camilo Ortíz,Camilo Ortíz,No Neutrales,IND,IND,No Neutrales,14-12-2020,https://twitter.com/NoNeutrales/status/1338605183035568129/photo/1,.,0
624,Coquimbo,4,5,Edison Gallardo,Edison Gallardo,No Neutrales,IND,IND,No Neutrales,21-12-2020,,,0
36,Coquimbo,4,5,Elena Bolados,Elena Bolados,No Neutrales,IND,IND,No Neutrales,27-10-2020,https://www.t13.cl/noticia/plebiscito-2020/politica/convencion-constitucional-candidatos-eleccion-plebiscito-27-10-2025,.,1
360,Coquimbo,4,5,Marcelo Saavedra,Marcelo Saavedra,No Neutrales,IND,IND,No Neutrales,30-11-2020,,,0
361,Coquimbo,4,5,Nathaly Olivares,Nathaly Olivares,No Neutrales,IND,IND,No Neutrales,30-11-2020,,,1
32,Coquimbo,4,5,Alejandra Díaz,Alejandra Díaz,Unidad Constituyente,PPD,PPD,Interno,31-10-2020,.,.,1
33,Coquimbo,4,5,Christian Álvarez,Christian Álvarez,Unidad Constituyente,PPD,PPD,Interno,31-10-2020,.,.,0
35,Coquimbo,4,5,Felipe Barraza,Felipe Barraza Araya,Unidad Constituyente,PPD,PPD,Interno,31-10-2020,.,.,0
34,Coquimbo,4,5,María Rojas Pinto,María Rojas Pinto,Unidad Constituyente,PPD,PPD,Interno,31-10-2020,.,.,1
28,Coquimbo,4,5,Alfredo Chaparro,Alfredo Chaparro,Unidad Constituyente,PS,PS,Interno,.,.,.,0
25,Coquimbo,4,5,Francisco Jiménez,Francisco Jiménez Vega,Unidad Constituyente,PS,PS,Interno,.,.,.,0
23,Coquimbo,4,5,Gonzalo Cortés,Gonzalo Cortés,Unidad Constituyente,PS,PS,Interno,.,.,.,0
24,Coquimbo,4,5,Jaime Castillo Aliaga,Jaime Castillo Aliaga,Unidad Constituyente,PS,PS,Interno,.,.,.,0
26,Coquimbo,4,5,Matías Orellana,Matías Orellana Cuellar,Unidad Constituyente,PS,PS,Interno,.,.,.,0
27,Coquimbo,4,5,Patricio Rubio,Patricio Rubio Aguirre,Unidad Constituyente,PS,PS,Interno,.,.,.,0
745,Valparaíso,5,6,Carolina Contreras,Carolina Contreras,Chile Vamos,EVO,EVO,Interno,27-12-2020,.,.,1
746,Valparaíso,5,6,Diego Salvatierra,Diego Salvatierra,Chile Vamos,EVO,EVO,Interno,27-12-2020,.,.,0
747,Valparaíso,5,6,Felipe Ossa,Felipe Ossa,Chile Vamos,EVO,EVO,Interno,27-12-2020,.,.,0
748,Valparaíso,5,6,Gerard Oliger,Gerard Oliger,Chile Vamos,EVO,EVO,Interno,27-12-2020,.,.,0
749,Valparaíso,5,6,Ítalo de Blasis,Ítalo de Blasis,Chile Vamos,EVO,EVO,Interno,27-12-2020,.,.,0
750,Valparaíso,5,6,Ítalo Gorziglia,Ítalo Gorziglia,Chile Vamos,EVO,EVO,Interno,27-12-2020,.,.,0
751,Valparaíso,5,6,Jorge Ortíz,Jorge Ortíz,Chile Vamos,EVO,EVO,Interno,27-12-2020,.,.,0
752,Valparaíso,5,6,José Valenzuela,José Valenzuela,Chile Vamos,EVO,EVO,Interno,27-12-2020,.,.,0
332,Valparaíso,5,6,Luz Poblete,Luz Poblete,Chile Vamos,EVO,EVO,El Mercurio,16-11-2020,https://merreader.emol.cl/2020/11/16/content/pages/img/big/AE3SMB2A.jpg?gt=050001,.,1
753,Valparaíso,5,6,Moisés Pinilla,Moisés Pinilla,Chile Vamos,EVO,EVO,Interno,27-12-2020,.,.,0
754,Valparaíso,5,6,Nashla Manzur,Nashla Manzur,Chile Vamos,EVO,EVO,Interno,27-12-2020,.,.,1
755,Valparaíso,5,6,Ramón Jara,Ramón Jara,Chile Vamos,EVO,EVO,Interno,27-12-2020,.,.,0
756,Valparaíso,5,6,Samira Chahuán,Samira Chahuán,Chile Vamos,EVO,EVO,Interno,27-12-2020,.,.,1
757,Valparaíso,5,6,Yarelia Castañeda,Yarelia Castañeda,Chile Vamos,EVO,EVO,Interno,27-12-2020,.,.,1
57,Valparaíso,5,6,Francisca Desbordes,Francisca Desbordes,Chile Vamos,RN,RN,La Tercera,16-10-2020,https://www.latercera.com/politica/noticia/hijas-de-pinera-y-desbordes-y-dos-subsecretarios-las-cartas-de-rn-para-la-convencion-constitucional/5V2FTWH5L5A7JNIFJIV7QKRPMQ/,.,1
